id,reduced_formula,spacegroup
mp-1213290,Dy5CuPb3,193
mp-1094469,Mg2Zn,63
mp-1224813,GaNi3As,187
mp-1214922,AgPtF6,2
mp-1215418,ZnIn3AsSe4,1
mp-1209269,RbLu(WO4)2,164
mp-1221444,Na2BrClO6,4
mp-974322,Ho3Mg,194
mp-7505,K2P2Pd,63
mp-1102891,EuBi2,141
mp-8301,Gd2CF2,164
mp-1080771,NaCl7,200
mp-1182326,Ca2B5ClO10,1
mp-569299,Be(BC)2,59
mp-1185091,La5Mg,189
mp-2201,PbSe,225
mp-1222214,Mg3(AlCu2)2,2
mp-998306,CsPdBr3,38
mp-1539136,CaCu2F8,97
mp-1027303,TeMoWS3,156
mp-10883,AlCrCo2,225
mp-552185,AgNO3,161
mp-1216935,Tm(Fe5Mo)2,71
mp-1224506,Hf(AlNi4)3,123
mp-1188934,Eu5Ge3,140
mp-867958,TaInRu2,225
mp-1176528,LiVF6,163
mp-1187674,Tm3Sc,194
mp-8627,SmBO3,2
mp-7661,Li2RhF6,136
mp-9499,Sm2C(NO)2,164
mp-756603,Li2AlNiO4,7
mp-1104255,Sb2F13,2
mp-1104269,Er(Al2Cu)4,139
mp-2512,AsPd5,12
mp-1183969,Cu3Sb,221
mp-1104686,Cs4Au6S5,157
mp-781050,Li4CrSb(TeO6)2,1
mp-1205851,DyMn2SiC,63
mp-1189596,Pr2Zn5Pb,63
mp-767649,Li2VF6,4
mp-1205603,TbSiRu2C,63
mp-755312,Li5Nb2Cu3O10,2
mp-1225017,FeCu6GeS8,216
mp-1105388,MnFe4B2P,140
mp-1187942,YbAgHg2,225
mp-757857,V3O5F,65
mp-7226,V3Ni,223
mp-865843,YbNdZn2,225
mp-560874,BaPb2C2(O3F)2,166
mp-1218560,Sr3PbS4,47
mp-1205560,Rb2As2Pd,63
mp-1205608,SmMn2SiC,63
mp-865793,LiSc2Rh,225
mp-1039492,CeMg2,194
mp-1185046,LaTmTl2,225
mp-557387,Sr2TmNbO6,34
mp-1255447,ZnFe(SiO3)2,15
mp-1077918,Sr2TcO4,139
mp-19400,Sr2NiWO6,225
mp-1147719,BaCuS2,63
mp-1228899,CsVNiF6,74
mp-865253,LuMgPd2,225
mp-1215948,YCo3Ni2,191
mp-4561,UAl3Pd2,191
mp-33406,La2PbSe4,122
mp-764648,LiTiO2,194
mp-1220540,Nd2FeNiO6,14
mp-19928,Hf2CuSb3,115
mp-1215301,ZrTi(CrFe)2,8
mp-1186735,Pr3Y,139
mp-1183744,CeMgHg2,225
mp-7387,KAgF4,140
mp-28716,Na2CrCl4,14
mp-24409,PH4I,129
mp-1078721,InPd3,139
mp-924129,ZrNiSn,216
mp-1187953,Yb3Pb,221
mp-1215559,ZnCuP2O7,5
mp-753184,Al(CoO2)2,74
mp-556093,CuMoF6,148
mp-24722,HRh,225
mp-1080312,CeSe2,62
mp-976411,Li,194
mp-1078188,LiOsO3,167
mp-1216609,U2Si3Ru,25
mp-1105785,LiH2N,14
mp-772510,YTh4O10,87
mp-1101159,Zr2N2O,9
mp-1217327,ThMn2Ni3,191
mp-1147521,CsCoO2,227
mp-1094883,MgGa,123
mp-1223195,La2UTe5,5
mp-1188126,Pr2Al2Co15,166
mp-867233,Sc2ZnIr,225
mp-1185517,Mg(AlH4)2,2
mp-12061,Lu(FeB)2,139
mp-862775,LiInRh2,225
mp-1294,YCo2,227
mp-1210109,NdBr2,62
mp-38951,Mg(GaO2)2,74
mp-1216833,TiNbSbO6,2
mp-1519441,BaSrMnWO6,216
mp-1187372,TbSm,187
mp-1225130,Er(CuTe)3,148
mp-1103777,K(IrO2)4,87
mp-862260,ScZn3,194
mp-13039,Tm2C(NO)2,164
mp-1189973,TmFe4(CuO4)3,204
mp-1219133,SmAlNi,38
mp-757199,Li4MnNb2WO12,1
mp-19269,NdCrO3,62
mp-1183391,BaPb3,221
mp-1215443,ZnGaPS,160
mp-1187168,SrEu3,221
mp-1114109,Na2LiNiF6,225
mp-1104892,PuB12,225
mp-1039088,CeMg5,8
mp-1226742,CdInAsSe,160
mp-567341,PrCoC2,9
mp-2008,FeAs2,58
mp-1183007,AlF3,15
mp-1112909,Cs2YCuCl6,225
mp-861607,KNaNdTaO5,129
mp-568280,Ba(NiAs)2,139
mp-580192,HoGe2Pt,71
mp-9273,K3Sb2Au3,166
mp-1185886,MgHg2,15
mp-1102259,Dy2Ga8Fe,123
mp-570270,NbSeCl3,13
mp-1079088,NaAsF6,148
mp-557664,Cs2TlBiF6,225
mp-1112980,Cs3BiBr6,225
mp-1519277,Sr2MnWO6,225
mp-1101397,SmHO2,11
mp-1103229,Li4Sm3Ge4,71
mp-1217794,Ta10SeS3,99
mp-21313,Mn3GaC,221
mp-755114,Fe6OF11,5
mp-1218448,SrCa3(PbO4)2,6
mp-1181423,ErB2Ru,62
mp-27281,LiH3O2,12
mp-30713,Ho2Zn17,166
mp-1079069,La2Mn2Se2O3,139
mp-1225754,DyGaNi,12
mp-1079337,FeNi3,59
mp-19039,CdMoO4,88
mp-977576,NdZnAu2,225
mp-568077,TaFe2,194
mp-685137,Ce2SbO2,12
mp-1223469,KLiZn3O4,8
mp-1077228,PrInPt4,216
mp-1217130,Ti2CuNi,25
mp-1224845,GaAgSeS,24
mp-1219072,SmErFe4,216
mp-1104699,Nb5PbSe8,12
mp-1105605,Tb7FeI12,148
mp-7841,Ba(GaSe2)2,66
mp-9630,TlCrS2,160
mp-2286,Li2Se,225
mp-20732,EuAsPt,109
mp-973878,Lu3Ga5Ni,189
mp-1113201,Cs2InGaCl6,225
mp-1025238,Tm(TiGa2)2,139
mp-1189018,Na5Hf2F13,12
mp-13549,CeZnAu,62
mp-1189290,Ce(HoS2)3,11
mp-1190398,MnVGaCo,215
mp-1206844,RbPaO3,221
mp-1021328,H4C,217
mp-1185439,LiYbTl2,225
mp-30156,LiMgN,62
mp-1104137,Tb(NbSn)6,191
mp-11551,Tb2Pt,62
mp-759542,V4(OF3)3,3
mp-570837,Cs(AsRu)2,139
mp-1018768,Li3LaBi2,164
mp-1103510,Al2HgSe4,227
mp-1208105,UTeSe,62
mp-1219233,Sm2Ge3Pt,25
mp-2092,CePd3,221
mp-4366,Na2PtC2,164
mp-1215274,ZrAu,123
mp-1182169,BaO6,15
mp-569157,BiI3,162
mp-1224327,Hf2Al3Au,166
mp-977392,Ho2MgIn,225
mp-644739,LaGa6,125
mp-505551,InPH2O5,2
mp-22937,Na4I2O,139
mp-21202,Sm3In,221
mp-975537,NdInRh2,225
mp-392,U3Sb4,220
mp-753482,Li2MnCoO4,10
mp-1223345,KNaNb2O6,8
mp-1213756,Cr7Te8,12
mp-973261,Mg2SnO4,227
mp-1226009,CoNiAs2,164
mp-24165,Li2H2SeO5,4
mvc-15933,Ca2Bi3O8,12
mp-1095204,Tm2Ni2Sn,127
mp-1190021,TeO2,2
mp-862982,Ag2Br3,167
mp-1217269,TeSe2,5
mp-10623,ThSbRh,216
mp-16234,CsAg3Se2,12
mp-558111,Rb2MnF6,225
mp-865249,TmSnRu2,225
mp-1210681,Lu6InCo2,71
mp-23144,TlRe3(Se2Cl)2,2
mp-1205582,Sr2CrOsO6,225
mp-553243,YBi2BrO4,123
mp-11411,ScGa,63
mp-10383,LaTeAs,62
mp-1183601,CaGdRh2,225
mp-1185927,MgPd3,139
mp-1188812,La2MnNiO6,14
mp-28405,S(ClO)2,43
mp-761153,U6O11,8
mp-9835,CoSb2,58
mp-865671,Y2ZnIn,225
mp-979428,YEr4Al15,166
mp-1114423,Rb2LiMoCl6,225
mp-2796,TmAg,221
mp-1215305,ZrCrCo,38
mp-1079705,Ba2LuTaO6,225
mp-1186635,PmPr3,139
mp-151,Tl,225
mp-1211745,K2RbScV2O8,164
mp-754285,Li5MnO4,59
mp-756829,Li4Fe3CoO8,1
mp-1223497,La2Ge4Pd3Pt,115
mp-559166,Sr2UFeO6,14
mp-866087,MgSiRh2,225
mp-1095145,TiReSi,189
mp-570890,SmBiRh,62
mp-1226015,CoNiGe,194
mp-557805,MnBiS2Br,12
mp-861637,Ti2AlTc,225
mp-30302,HfBrN,166
mp-867887,Sm2CuIr,225
mp-19065,Ho6WO12,148
mp-1222650,Li2MgAu,216
mp-1210977,LiMn2TeO6,1
mp-19817,Y3InC,221
mp-1220738,Nb2GaNi3,194
mp-3078,CdSiAs2,122
mp-546142,Na2UO4,65
mp-755657,TiVO3,148
mp-1274182,Mg2CoWO6,146
mp-1187646,YbHoPd2,225
mp-1228699,Al4InCuS8,160
mp-1225578,DyErTe2,123
mp-567982,TaSn2,70
mp-569037,Y3H2,194
mp-1184808,K,223
mvc-8200,MgBi2O5,63
mp-1028558,W2SeS3,156
mp-1220187,Nd4Si7,25
mp-11495,LuRu,221
mp-1208415,Tb5(SiSb)2,64
mp-28557,Ag2PdCl4,64
mp-1071051,NdMgCu4,216
mp-1184217,ErMgRh2,225
mp-1215601,Zr2Cr3Si,194
mp-1025320,Ho2Re2Si2C,12
mp-1174097,Li3MnCoO5,2
mp-1224196,Ho3Er9(MnBi2)2,6
mp-1027274,MoWSeS3,156
mp-1187318,Tb3Pr,194
mp-979437,YPaTc2,225
mp-1032,Ta2B,140
mp-35417,Li3TaO4,139
mp-1187807,USb3,194
mp-1227860,BaPPd,14
mp-19108,Ca2MnWO6,14
mp-1215964,YAl7Fe5,44
mp-12951,ZrGaAu,187
mp-1218961,SnPbS2,1
mp-7443,Nb2CrSe4,12
mp-19417,TiFeO3,148
mp-28231,Ti2FeO5,63
mp-625420,AlHO2,62
mp-30840,Ti2Pd3,63
mp-10716,YbRh3C,221
mp-850932,Mn3(OF2)2,1
mp-1103690,LuWClO4,2
mp-2624,AlSb,216
mp-1279343,CoNiO3,2
mp-674531,Li5GeP3,9
mp-1225185,EuAlAg4,187
mp-865324,LuCl3,194
mp-1206417,Er(PPd)2,139
mp-1212387,GdHfF7,4
mp-505804,Ti2CuSb3,115
mp-1211715,K4CrO4,2
mp-632502,Zr2InNi2,136
mp-1225518,Er2SbO2,44
mp-1185990,MgTl3,139
mp-702,CeHg,221
mp-1222871,LaNi4Pt,65
mp-1224853,GaAgTeSe,24
mp-1272680,CoO2,12
mp-7008,GaAg(PSe3)2,163
mp-24076,Y(HO)3,176
mp-1214755,BPd6,15
mp-1186791,Pu2SbAu,225
mp-1184831,HoTmRu2,225
mp-1025502,TiCuF6,2
mp-336,SmCo2,227
mp-22960,YbCuBi,194
mp-11255,PrAu,221
mp-32854,H11O8,1
mp-961682,TiSnPd,216
mp-2351,TmPt3,221
mp-1189225,Nb3RhSe6,182
mp-864995,DyAl3,194
mp-2924,Ho(SiNi)2,139
mp-545735,Ba2NdRuO6,225
mp-1217670,Tb2ZnAg,123
mp-1188004,Zr2TcRh,225
mp-756424,GdLuO3,62
mp-1208844,SmSBr,14
mp-1223910,HoCoNi,74
mp-865157,Dy2ZnIn,225
mp-674478,BaCO3,167
mp-998613,KGeCl3,161
mp-1094619,Mg2Ga,12
mp-5327,Na4UO5,87
mp-755975,Li2TiV3O8,166
mp-1018087,CeAu,63
mp-1211505,LiUBr4,162
mp-1176513,Na3NO3,113
mp-864807,HfZnNi2,225
mp-1094524,MgSn,38
mp-1213649,CsHoMnSe3,63
mp-865149,PaAlRu2,225
mp-1173423,Nd2Th3O9,119
mp-756879,Li2Mn3FeO8,166
mp-1222366,LiNiRhF6,102
mp-1208148,ThGeI6,163
mp-29674,Al2B2Ru3,65
mp-568596,SmInAu2,225
mp-1018099,Ba2NCl,166
mp-1183039,ZrTaTc2,225
mp-13495,ZrPd,63
mp-1173513,NaSbS2,141
mp-867255,LiZn2Au,225
mp-1080382,ErInPt4,216
mp-22756,K2PbO3,36
mp-1237102,NdMnFeBiO6,4
mp-1094514,Mg3Sn,139
mp-9898,BaCuAs,194
mp-1215624,Zn4CdSe5,119
mp-33104,Sm2O,141
mp-1188561,Pr5CuBi3,193
mp-27549,K2AgBi,63
mp-7478,RbTmO2,166
mp-1187660,YbEuCd2,225
mp-5868,Sr3Ru2O7,139
mp-1213155,Er5Re2C7,65
mp-9382,SrZrN2,166
mp-867767,BeSiRh2,225
mp-1106349,SmPd3S4,223
mp-19156,BaMnO3,194
mp-1104242,K(MoSe)3,176
mp-1079886,Eu(BC)2,131
mp-764163,Li3FeO4,38
mp-755541,Cs3YO3,12
mp-1541714,Cs3As2Cl9,164
mp-1184312,Eu3Mg,225
mp-1245623,LiMn2N3,36
mp-675623,CsClO4,137
mp-567431,ThCl4,88
mp-17336,NpCuSe2,14
mvc-5908,Ca2CrWO6,1
mp-20426,Fe2As,129
mp-1275109,Ca3Mn2(WO6)2,1
mp-1226346,Cr3(TeSe)2,12
mp-27193,RbIO3,160
mp-865921,MgAlIr2,225
mp-1095046,La(GeIr)2,129
mp-2089,ZrTe3,11
mp-24051,ErHCl,166
mp-1103874,MnTl(VS2)4,12
mp-677378,TiNbTl(O2F)2,9
mp-752949,BiOF,166
mp-20752,Ce(Sn3Ru2)2,121
mp-11578,VZn3,221
mp-1247,Sb2Ir,14
mp-10245,Hf3(CuSi)4,71
mp-14093,TbOF,166
mp-1178932,Te,166
mp-983598,Ca2AgBi,225
mp-1226754,CdAsP,24
mp-568827,Be12W,139
mp-1218030,SrPrScO4,36
mp-1218038,Ta3V7Si6,189
mp-23279,KBi2,227
mp-1185332,LiGa3,139
mp-1023941,Te4MoW,156
mp-761675,Li2Cr3CoO8,160
mp-1105278,KAsO3,19
mp-23395,Hg2ClO,15
mp-8418,ZrCoP,62
mp-978288,MgNi,166
mp-1184821,HoRh2Pb,225
mp-13641,TiCdO3,148
mp-1226835,Ce2Al3Ru,194
mp-1102314,HfFeSi,62
mp-865774,YbInRh2,225
mp-1187473,TiGaTc2,225
mp-1224372,Hf2SiMo3,194
mp-754959,CrAgO4,63
mp-1218188,SrLaB12,123
mp-1205604,KVCl3,194
mvc-5997,Mg(CuO2)2,88
mp-1019599,CePO4,141
mp-1228924,AlCr3SiMo3,146
mp-753176,AgCO3,167
mp-755229,V4(OF3)3,1
mp-567588,DyInRh,189
mp-777422,DyHO2,31
mp-1078362,Ca2AlPt2,15
mp-1189573,Hf5Ir3,193
mp-1216443,V6FeNi,200
mp-238,MnPd,123
mp-625445,H2SO4,9
mp-561553,Ba4CeMn3O12,166
mp-555069,Tb2SnS5,55
mp-1227238,CaBiIO2,107
mp-1079501,Tb2InAu2,127
mp-1025588,W3(Se2S)2,187
mp-1208243,Ti5NiSn3,193
mp-22018,Hf(MnGe)6,191
mp-1023934,MoSe2,187
mp-3718,ThTeO,129
mp-571505,Rb2In3,139
mp-866166,Y2PdRu,225
mp-1111234,K2NaGdCl6,225
mp-24128,ReH4NO4,88
mp-30644,Hf3Nb2Ga3,193
mp-757993,Li4V2OF7,8
mp-7388,NaAuF4,140
mp-1218034,Ta2V3Cu,194
mp-1095445,CsFe(MoO4)2,147
mp-11081,CeSnAu,186
mp-1226456,Cr2Se3,2
mp-1212045,K(FeSb3)4,204
mp-1102243,Eu2Cu,62
mp-1208267,Ti5CoSb3,193
mp-1223000,LaCeCo10,47
mp-1217978,SrPrScO4,107
mp-1208285,Th5Tl3,193
mp-1228360,Ba2InCuO4,123
mp-1106252,Nd5Ga3,140
mp-2940,LuPO4,141
mp-27396,NiCl2,166
mp-1105837,La7Ir3,186
mp-1219156,Sm4Cu5P7,121
mp-1220330,Nd2Al3Ge,25
mp-1103952,NdAl4,44
mp-1226274,Cs2KTiO2F3,42
mp-1095578,Ga5Ni,140
mp-1184229,Ga2CoIr,225
mp-27710,CrB4,71
mp-16261,Ca(GeRh)2,139
mp-1112008,Cs2NaLuCl6,225
mp-1215793,ZnCrFeO4,74
mp-1247555,Sr9(MnN4)2,12
mp-1215242,ZrTi2Al,38
mp-30021,K5Sb4,12
mp-1216638,TmAlNi4,187
mp-1210381,Nd3In4Ge,140
mp-16307,Sr2MgIrO6,225
mp-1226880,Ce2Mn3Si4Pd,115
mp-37879,LiYSe2,141
mp-29726,LaSi2Rh3,191
mp-1104426,Nd3Ga10Ni,47
mp-1184017,Cu3As,194
mp-1215536,Zr2SiMo3,194
mp-755378,NaPdO2,12
mp-1078372,Na2MgPb,194
mp-28153,Ca(AuF6)2,115
mp-504910,Sr(BrO3)2,9
mp-1226370,Cr2CoSe3S,8
mp-1185894,MgMnIr2,225
mp-864654,Zn2NiRh,225
mp-20697,ZrNiSb,62
mp-643279,K2H6Pt,225
mp-634977,Cs3Fe2Cl9,164
mp-924128,HfNiSn,216
mp-1247459,Sr8Cr3N8,12
mp-540584,K2PdO2,71
mp-580748,Re3Se4Cl,2
mp-753212,LiVF6,156
mp-1101163,YbPrO2,166
mp-1225558,ErCo3Ni2,191
mp-1258954,CaFeSiO5,15
mp-1103614,Ce2In8Pt,123
mp-1012435,PbS,186
mp-12895,YbGa4Ni,63
mp-1111916,K2NaTiF6,225
mp-1095529,LuH2ClO2,11
mp-1215568,Zr5Ir2Os,38
mp-23778,H4CN2O,113
mp-863725,Pm2PdPt,225
mp-864907,MgZrPd2,225
mp-1105734,Ho2Co7,166
mp-27562,Na2Pd3O4,71
mp-1221865,Mn2InSbPd4,166
mp-4156,Li2ZrO3,15
mp-7880,Sr(SiAg)2,139
mp-867215,Sc3OsC4,12
mp-1103808,La4H9,139
mp-8931,Rb2SnAs2,72
mp-23533,K2OsCl6,225
mp-1217546,TbNi3Sn2,189
mp-1247026,Mg2TiCr3S8,166
mp-1147673,Cu3O4,225
mp-1206536,Ba2InSbO6,225
mp-23291,PbCl2,62
mp-4690,K3TaO8,121
mp-1227416,Ca2(ZnAu3)3,21
mp-178,ThAl,63
mp-23720,BeAlH5,15
mvc-13829,Mg2FeSbO6,11
mp-1226314,Cs2CoCu3F10,2
mp-1217892,TaNb,65
mp-1078205,KRb2InF6,225
mp-1025728,Te2Mo3Se4,187
mp-9546,Yb2C3,220
mp-21445,Ba3In2O5F2,139
mp-13063,Tb2O3,164
mp-558674,K2NaFeF6,225
mp-581786,Cu3Sn,59
mp-754969,TmBrO,129
mp-8635,Zr,225
mp-1101476,Pr(CuO2)2,88
mp-695850,CdCl2,12
mp-2196,BaSb2,11
mp-15985,Zr3(Cu2Ge)2,189
mp-26399,Li3V(PO4)2,12
mp-865609,LuGaRh2,225
mp-5141,Na2SeO4,70
mp-18331,GdCrO3,62
mp-27974,PuBr3,63
mvc-14215,CrF5,15
mp-567978,Pa3P4,220
mp-753421,Gd6WO12,148
mp-1057015,PbS,160
mp-1641513,NaV4Cd3O12,1
mp-989609,YWN3,63
mp-556958,La4S3N2,58
mp-1208448,Tb4Ga12Ag,229
mp-21255,FeGe,198
mp-1297861,BaYMnCoO5,35
mp-1187963,Yb5Mg,189
mp-570379,Cs2LiLuCl6,225
mp-554023,Be2BO3F,167
mp-1207161,Ba2LaPuO6,225
mp-1207854,UNiAs,194
mp-865223,LuMgCd2,225
mp-1215983,YThCo10,47
mp-1095610,ZrGePt,62
mp-1207023,Yb2AlNi2,71
mp-1205512,KBa2IO6,225
mp-16721,TmAl,57
mp-30870,SmZn12,139
mp-16380,Nd2Te3,62
mp-1103666,CeVO4,88
mp-567519,NpBr3,63
mp-1205392,AgSbS2,9
mp-10266,ZnFe3C,221
mp-866209,Pm2SiNi,225
mp-11278,Ta2Be,140
mp-510359,CeSn2Rh,63
mp-1217096,Ti2FeCu,123
mp-1184836,HoLuPd2,225
mp-981314,YbLuPd2,225
mp-1221669,MnCoSi2,4
mp-13984,CdPdF6,148
mp-1228672,B5Ir3W2,44
mp-754015,Li2VCrO4,12
mp-867250,LiZn2Pd,225
mp-1114550,KRb2SmCl6,225
mp-1184226,Ga3Ag,225
mp-755804,Lu6TeO12,148
mp-1218051,Ta4MoS8,164
mp-7927,Nb4N5,87
mp-3406,U(SiPt)2,139
mp-862362,Sc2TcPt,225
mp-1188931,PuB2Os,62
mp-754815,YBr3,12
mp-1205868,Cs2NaSmF6,225
mp-1225514,ErGa2Cu3,65
mp-1025302,HgPPd5,123
mp-28846,TaCoTe2,14
mp-1206558,Cs2As2Pt,63
mp-1120796,LiTi2BiO6,146
mp-549671,KLiMnO2,12
mp-1779,YbTe,225
mp-1080013,UAlRu,189
mp-1106400,Nd2Ge5Ir3,72
mp-1183173,AlGaNi2,225
mp-504838,CsPS3,71
mp-568808,Tb3Se4,220
mp-1219932,Pr2(TlIn)3,47
mp-1273059,Zn2CoWO6,146
mp-571263,KIn9Co2,191
mp-19111,NaV2O5,59
mp-1239239,HfCrAgS4,74
mp-574199,Sm(NiP)2,139
mp-567177,KNb(AgSe2)2,40
mp-1186461,Pm2GaHg,225
mp-1226224,Cr4CdCuO8,216
mp-1222337,LiGdS2,123
mp-1177857,Li2Ti2Sb2O,139
mp-1189981,Zr5ZnSn3,193
mp-1223249,La2(TlSn)3,47
mp-1222963,LaFe6(CoB)6,166
mp-1106159,Pr2Si5Pt3,72
mp-23774,K2LiAlH6,166
mp-1224336,Ge2TeSe,166
mp-1013555,Sr3AsN,221
mp-1105942,Sm5Ga3,140
mp-15556,Rb2As3,69
mp-1246416,ZrCrAgS4,8
mp-1184161,ErCdHg2,225
mp-10533,YCuS2,62
mp-1227742,BaSr(SnO3)2,123
mp-1290054,Li2CoCuO4,5
mp-865842,Ti2OsRu,225
mp-1186624,PmGdIn2,225
mp-12545,Er3Pd2,127
mp-504548,MnH4(ClO)2,12
mp-555014,Rb2MnF5,123
mp-1077378,CsMnP,129
mp-1205635,Cs2KPdF6,139
mp-1113453,Cs2PrAgF6,225
mp-1224170,HfZrC2,123
mp-569044,Bi2Te5Pb2,164
mp-1176491,MgSnO3,148
mp-765747,Li4TiCr3O8,166
mp-1112521,Cs2RbInI6,225
mp-27819,Ag3O,162
mp-1112678,Cs2LiNdCl6,225
mp-1218355,SrCaMnGaO5,5
mp-777894,LiVF3,52
mp-1540145,Ca(CuO2)2,88
mp-982974,LiBeAu2,225
mp-1217050,U2(InSn)3,47
mp-569442,RbAuCl4,15
mp-11252,MnAu2,139
mp-777522,LiFeF3,36
mp-1224464,Hf3AlGe5,38
mp-2631,Ba4Al5,194
mp-19363,HgMoO4,15
mp-1078574,HfNi2Sb,194
mp-1019361,ThSbTe,129
mp-1210604,Na3EuV2O8,164
mp-1103507,Ho(Ni2As)2,136
mp-1206544,SrTl2Pt,63
mp-8653,CeSiRu,129
mp-1104316,CeSbPt5,148
mp-1114711,Rb2MnTlF6,225
mp-1224371,GeAsAu,5
mp-1221007,Nb12InSn3,47
mp-1205759,Ba2YbUO6,225
mp-975518,NdLuIn2,225
mp-1078964,Mg3Au,194
mp-570747,N2,136
mp-753599,LiVF6,4
mp-1072865,HoSn2,63
mp-755130,LiV4O5F7,1
mp-5353,ErCo3B2,191
mp-1087476,K2Mg5Sn3,139
mp-34330,MgAl2O4,160
mp-1183834,CeHo3,221
mp-3668,CdGeP2,122
mp-31052,LaBPt2,180
mp-1184081,Er2RuAu,225
mp-1187711,Y2GaAg,225
mp-8675,HgPd,198
mp-622693,Mn2NiO4,141
mp-1220156,NdGa3Au,107
mp-1078856,SmInNi,189
mp-27630,CrCl3,12
mp-1517195,SrCaPrSbO6,90
mp-1217570,TbCu2Ni3,191
mp-1205649,LiSc(TlCl3)2,225
mp-754739,CaBe3O4,190
mp-1001784,LiTiS2,166
mp-1079605,Dy2NiSn6,65
mp-752903,VCrO4,74
mp-541883,Tb3Ni13B2,191
mp-28024,YSiPd2,62
mp-984605,Ca3SnH2,63
mp-1222833,LaGdC4,65
mp-1038976,CeMg5,187
mp-977176,NaTcO3,221
mp-574,Ta2Co,140
mp-31118,SmScO3,62
mp-1208323,Ti5CuBi3,193
mp-561954,TmCoO3,62
mp-12264,LiYbF4,88
mp-1518454,BaSrDyNbO6,2
mp-715584,MoO3,7
mp-753624,LiMnPO4,148
mp-1222285,LiSbTe2,123
mp-30919,LaGa6Pd,123
mp-13071,Sc2TlC,194
mp-1189572,As2S3,2
mp-4798,Sc(AlC)3,194
mp-1227498,BaSrNdCu3O7,25
mp-872,BaSn,63
mp-1223875,K2Zn3GeAs4,21
mp-1188823,V5Si3B,193
mp-4647,K3(Cu4Se3)2,12
mp-1113021,Cs2LiBiI6,225
mp-618,Pd7Se2,14
mp-1183794,DyErRh2,225
mp-1207975,Tm3Os,62
mp-1112447,K2ScAgF6,225
mp-562230,Rb3(Cu4S3)2,12
mp-1541477,CaMoF6,148
mp-23498,NbSeBr3,13
mp-1225566,Er3Mg,123
mp-1857,YbCd,221
mp-1885,AlIr,221
mp-4013,Nd(SiRu)2,139
mp-1104070,PrGa6,125
mp-1226816,Ce2CuGe3,187
mp-1189274,Er3Ru,62
mp-1209090,RbTmBeF6,11
mp-1207079,SrH3Pd,221
mp-1102733,HoAsS,62
mp-568370,La3(SiNi)4,71
mp-1112963,Cs3TiF6,225
mp-1219090,SmDyNi2,38
mp-1078933,NaCaH3,161
mp-29234,InTeI,14
mp-13694,PrCuO2,166
mp-1207424,Zr2InAu2,136
mp-989615,YWN3,15
mp-1215757,Zr2Cr3Fe,38
mp-1458,Nb3Ir,223
mp-15954,As2Rh,14
mp-1226489,CeZr4O10,139
mp-1105683,LiBC2(O2F)2,63
mp-989538,Cs2InBiF6,225
mp-1219204,Sm2Ga3Ni,8
mp-1232279,Tm2MgS4,227
mp-1308550,LiCrCoO4,12
mp-1105535,Ba2P7Br,11
mp-1184072,Dy2PdRh,225
mp-6200,Ba2NdRuO6,12
mp-28491,Cu2SO4,70
mp-28364,Rb2CdO2,60
mp-1078197,H3CBr,36
mp-1215476,ZnHgTe2,160
mp-559663,SrLiNiF6,163
mp-28755,GdCBr,12
mp-1095548,TaPRh,62
mp-1245971,SrReN2,64
mp-1105799,Zr3Fe2Si3,63
mp-29496,Pd(SeBr3)2,2
mp-17449,Tc3P,82
mp-1227180,CaLuMn2O6,26
mp-15901,Li2LaTa2O7,139
mp-18788,CrCoO4,63
mp-1185798,Mg2In,63
mp-1222101,MgCd3(CO3)4,148
mp-1215460,Zn2AgAu,123
mp-5942,NaAsS2,14
mp-1147662,Sr2CuCO5,121
mp-20953,CeScS3,62
mp-1106195,PW3,82
mp-19292,Co(AsO3)2,162
mp-1189565,Tb3Os,62
mp-19918,GdGe,63
mp-995216,RbSrSiHO4,4
mp-11203,Lu6FeSb2,189
mp-1114381,Rb3YF6,225
mp-763429,LiFe(CoO3)2,12
mp-8490,LiGe,141
mp-867350,Ca2MgIn,225
mp-949,CoPt,123
mp-551918,AlBiO3,161
mp-978568,Si3MoPt2,26
mp-7498,Ti5Te4,87
mp-1211274,KY(CO3)2,15
mp-2732,PRh2,225
mp-30630,EuTl2,194
mp-1208293,Te(RhO3)2,136
mp-1220356,Nb6PtAu,200
mp-1105170,SnBr2,176
mp-9797,K(SbSe2)2,2
mp-972084,TbMn12,139
mp-15641,CaMgGe,62
mp-12558,LiMgAs,216
mp-1095357,BaIn9Ir2,191
mp-5268,U2SbN2,139
mp-1316859,LiAlVO4,12
mp-8294,Cs2Li2TiO4,2
mp-983235,Tl3Pb,194
mp-864997,LiSiPd2,225
mp-21464,CoReB,62
mp-1215387,Zr4CN3,166
mp-29959,TlBSe3,9
mp-29850,Na3TiCl6,14
mp-752606,Li2CuSiO4,121
mp-1217196,Ti5MnS10,164
mp-1800,Nd2C3,220
mp-1222741,LaY,194
mp-7288,Sc2SO2,194
mp-1186658,PmTh3,221
mp-672966,LiCu(PO3)4,1
mp-1215189,ZrTiS4,164
mp-1206689,Cs2NiAs2,63
mp-2815,MoS2,194
mp-1225251,EuAgSn,12
mp-1206922,Ce3SnN,221
mp-35759,Li2NiF4,74
mp-1112893,Cs2InAsBr6,225
mp-867112,AcInTe2,225
mp-773505,Al2CrO5,15
mp-1079560,Nb2CrB2,127
mp-1104739,Ho(GaFe)6,71
mp-1214008,Ca4NdB3O10,8
