formula,n_atom,a,b,c,alpha,beta,gamma,density,unique_elems,is_dup,cif_path,source
Na2LiLa7Ti2Nb3ZnCu3(SbS)10,39,7.22622061,9.02578354,9.15659237,85.37207794,81.23188019,84.90275574,9.042613217471546,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0021.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0021.cif
Ba3NaLi3ZrCu2AgS5Cl6,22,6.21172571,6.51615,6.27702856,68.2143631,67.50661469,63.43158722,9.415069549871495,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0022.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0022.cif
Na2Li2GdVBiSbAsO15,24,5.43680239,5.52680492,5.64594841,86.25416565,94.17089081,89.29873657000002,8.987622418835683,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0023.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0023.cif
K2RbLa4PrCo2Cu(Cl2O3)3,26,6.36791277,6.2811923,6.82685184,111.32294463999999,113.95858001999999,93.11901855,10.28288555457172,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0024.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0024.cif
Rb3Na2CaMgBeCrCu6NiH2Cl7O13,38,3.69401145,5.21214294,10.56954861,92.73410034,92.68395233000001,89.60793304,10.843569500196402,11,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0025.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0025.cif
NaLi5NdYCoSn2W(SO2)4,24,6.29676533,6.298178670000001,5.82163477,119.85578918,97.88581085,90.65896606,8.638007262147449,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0026.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0026.cif
K2NaSr2LiLaDyInCu2PtS12,24,4.60600471,5.589174750000001,6.31607485,112.21133423,96.31713104,90.31505585,15.630874846834065,10,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0027.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0027.cif
Li3ZnNi2BPt(OF)6,20,3.68944573,3.9748578099999996,7.55654383,90.32670593,89.76036072000001,93.59413147,9.301440105328757,7,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0028.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0028.cif
KBa2NaSr4LiI3(Cl3O2)2,22,4.92187405,5.01450586,10.31566525,87.88916016,90.14430237,83.75803375,8.874121069947495,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0029.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0029.cif
Ba2LaNd4CuBiPt4(SF)11,35,4.79467535,7.8313970600000005,12.98454189,88.55235291,84.69364929,82.17599487000001,8.995165639229949,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0030.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0030.cif
CsCaY2Ni2BiB2SbO11F7,28,6.36432505,6.37597799,6.68374348,61.53128815,68.75254059,68.2432785,8.698181682982003,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0031.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0031.cif
BaLiThZn2CdCuNi2As2Se4O11,26,4.6040597,5.704220290000001,10.47650051,98.39012908999999,96.08273315,94.40097046,8.88679852202426,10,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0032.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0032.cif
LiTbMnFeSiAgBiSb(O5F)2,20,4.61155558,4.698617939999999,6.23431158,100.39900208000002,99.49674225,90.34562683000001,11.936277760441865,10,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0033.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0033.cif
Li6In3CuBi2(SO3)3,24,4.40758991,5.88604832,8.13085938,99.99958801,98.64743042,101.58658600000001,9.210708437107295,6,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0034.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0034.cif
CsNaDy2HfThCd2CuPd3S7(ClO2)3,28,6.59581184,6.704566480000001,6.63752699,117.58990478999999,100.83952332,90.81646729,12.601952551706226,11,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0035.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0035.cif
Ba6In2CuBIrPb3S6ClO10F,32,7.40347958,7.31175375,8.04937649,74.19235229,70.86108397999999,71.90922546,10.151572645483018,10,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0036.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0036.cif
K5La2Cu5Se2ClO13F4,32,4.72525692,6.735452650000001,7.39383125,104.76187897,100.67538452,94.67294312000001,9.506436423739018,7,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0037.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0037.cif
SrLi2LaMn2Sb2IrRu(S3O4)2,24,5.713709830000001,5.75611544,6.05647039,102.99690247,98.18635559,107.25794983000002,11.101726547469031,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0038.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0038.cif
K2Li2Ca3YBeCdBiMoN3O4F5,24,6.03515863,5.922057629999999,6.13072729,101.17205811,92.95072174,96.62465668,7.242018031659922,11,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0039.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0039.cif
Na3CaLaCoCuTeO7F,16,3.8375423,4.32245731,6.53092241,81.01194763,83.93650818,82.36492157,9.886235041370266,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0040.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0040.cif
Y3Tl2Cu4Mo2Se7O6,24,4.1238637,5.34371328,8.37835407,86.48330687999999,92.38651276,90.52062988,15.965621619730866,6,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0041.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0041.cif
Eu3MnNb3CoCu2BiO19,30,4.184426310000001,4.218844409999999,12.48295212,88.20252991,89.44194031000002,88.82541656,11.225013323746806,7,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0042.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0042.cif
La2LuScCr2NiGeBiSb2Pt(S4O5)2,30,6.399717329999999,6.52273321,7.16168261,114.10134125000002,113.85439301000001,92.49372864,12.348915921066245,11,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0043.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0043.cif
Ba2NaCa2Be2Pd2Se5O6,20,4.17033577,5.71305418,6.62836552,97.26244354,102.22594452,92.29195404000001,11.952987660412278,7,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0044.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0044.cif
RbTlInFe2BiAsP2WO20,30,5.23383474,5.55833912,6.20095682,90.27324677,92.46199799,89.82433319000002,12.586224548439414,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0045.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0045.cif
LaHo2LuCr2Cd2Cu4Ni(SO5)3,31,3.45303035,3.48569918,16.10587311,91.36753845000001,91.08594513,107.25499725,14.554780534697137,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0046.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0046.cif
NaNdMn3Ag3(SeO)4,16,4.8818864799999995,4.76465511,4.56543255,89.80388641000002,92.59686279,95.61218261999998,16.28644604109287,6,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_047_0047.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_047_0047.cif
Rb2Li2DyPaSn(Se3O2)2,17,4.530362130000001,4.74086237,5.10266972,93.10864258,87.43130493,89.19850159,18.758597896294667,7,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0001.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0001.cif
Pr3(Pd5S7)2,27,3.9539845000000002,7.08693933,7.30676985,111.69620514,89.2144928,90.34618378,16.89856369735677,3,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0002.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0002.cif
ErCr7PdRhWNO20,32,6.31952429,6.37335825,7.71783352,85.96131134,71.75605010999999,77.64308929,7.245997206561764,7,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0003.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0003.cif
Sr4VCu6Ni3Cl4(O5F)2,30,5.94847202,6.80033159,7.51579475,110.87286377,97.42347717000001,89.92451477000002,7.663884578999404,7,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0004.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0004.cif
CsRb2CuSb2AsWCl7O5,20,6.87025309,6.806618209999999,6.9492135,69.53903198,68.68236542,71.68602753,7.179739836187785,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0005.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0005.cif
Cs2Li2Ta2AgAsHS6O5,20,5.57767487,7.18536806,7.73958206,113.42806244,89.49917603,90.62177277,6.405281676739037,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0006.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0006.cif
Rb2SrLi2PrUZn2Ge3(Se3O5)2,28,4.99915409,6.94489193,8.26578522,108.6941452,96.90384674,101.82008362,10.408113721648979,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0007.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0007.cif
Ba2Ca4LaIn2CoCuBi3(Cl3O7)2,34,6.265052800000001,6.334198949999999,10.35159302,90.3039093,89.33084869,93.45241546999999,8.057912536065093,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0008.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0008.cif
Rb2Sr3CaCu3Bi2P3(ClO9)2,34,6.6239624,6.55499268,10.3100853,75.12031555,71.73770142,60.36322021000001,6.948171169243273,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0009.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0009.cif
KCa2PrCr2CuAgPbSClO9,20,4.2797308,5.914397719999999,8.23389149,71.39102173,75.50531006,70.26716614,8.634022594091,10,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0010.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0010.cif
CsRb2SrNpSiP2HNO12,22,5.56064034,5.61206484,5.90620136,87.55007172000002,92.39978027,89.26977539,8.354004972370745,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0011.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0011.cif
BaLaFeCoAg2Bi2P2O13,23,3.8929250199999994,4.44716787,7.72079277,88.48188782000001,91.69122314000002,90.54174805,16.096714990961914,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0012.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0012.cif
KSrLiLaCuAg3Se5S2O7,22,4.21952724,4.807738299999999,9.52366543,92.41291046,92.06858063,99.60514831999998,10.747437152034054,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0013.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0013.cif
Ba2Ca7DyY2Cu5S8Cl3O7,35,4.10069275,6.55715418,14.66501236,98.97206116,98.05119324,88.93015289,7.268541206145933,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0014.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0014.cif
NaTaV2PbW2Cl2O13,22,4.365283010000001,4.5660367,5.44723654,85.20360565,92.62124634000001,89.04724884,17.819629847457087,7,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0015.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0015.cif
K2LiTmCuNi2BAs2(HO6)2,24,5.39522266,5.4530806499999995,6.21356344,116.10601044,91.2926178,91.18642426,7.9946133163862125,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0016.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0016.cif
KSrLiMgTl2H4(Cl3O2)2,20,5.73879385,6.795960429999999,6.88910103,71.44179534999999,64.46757507000001,63.80878067,6.551195127487038,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0017.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0017.cif
Rb2Li4GdTl5Cl4(O2F3)2,26,6.57658815,6.905207160000001,7.59869337,71.11316681,79.01973724,78.10055542,8.9036486165899,7,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0018.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0018.cif
RbLiCaHClO2,28,5.20420122,5.131979939999999,5.38474035,98.03495789,98.48509978999999,92.91398621,9.50187938877007,6,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0019.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0019.cif
KLiCe2Al4TlCdCu3B2HW2(SO)10,38,6.19142723,7.737164019999999,7.93883038,98.4017334,90.48878478999998,90.24452972,8.00067621347884,12,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0020.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0020.cif
Na2LiLa7Ti2Nb3ZnCu3(SbS)10,39,7.22622061,9.02578354,9.15659237,85.37207794,81.23188019,84.90275574,9.042613217471546,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0021.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0021.cif
Ba3NaLi3ZrCu2AgS5Cl6,22,6.21172571,6.51615,6.27702856,68.2143631,67.50661469,63.43158722,9.415069549871495,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0022.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0022.cif
Na2Li2GdVBiSbAsO15,24,5.43680239,5.52680492,5.64594841,86.25416565,94.17089081,89.29873657000002,8.987622418835683,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0023.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0023.cif
K2RbLa4PrCo2Cu(Cl2O3)3,26,6.36791277,6.2811923,6.82685184,111.32294463999999,113.95858001999999,93.11901855,10.28288555457172,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0024.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0024.cif
Rb3Na2CaMgBeCrCu6NiH2Cl7O13,38,3.69401145,5.21214294,10.56954861,92.73410034,92.68395233000001,89.60793304,10.843569500196402,11,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0025.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0025.cif
NaLi5NdYCoSn2W(SO2)4,24,6.29676533,6.298178670000001,5.82163477,119.85578918,97.88581085,90.65896606,8.638007262147449,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0026.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0026.cif
K2NaSr2LiLaDyInCu2PtS12,24,4.60600471,5.589174750000001,6.31607485,112.21133423,96.31713104,90.31505585,15.630874846834065,10,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0027.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0027.cif
Li3ZnNi2BPt(OF)6,20,3.68944573,3.9748578099999996,7.55654383,90.32670593,89.76036072000001,93.59413147,9.301440105328757,7,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0028.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0028.cif
KBa2NaSr4LiI3(Cl3O2)2,22,4.92187405,5.01450586,10.31566525,87.88916016,90.14430237,83.75803375,8.874121069947495,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0029.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0029.cif
Ba2LaNd4CuBiPt4(SF)11,35,4.79467535,7.8313970600000005,12.98454189,88.55235291,84.69364929,82.17599487000001,8.995165639229949,8,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0030.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0030.cif
CsCaY2Ni2BiB2SbO11F7,28,6.36432505,6.37597799,6.68374348,61.53128815,68.75254059,68.2432785,8.698181682982003,9,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0031.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0031.cif
BaLiThZn2CdCuNi2As2Se4O11,26,4.6040597,5.704220290000001,10.47650051,98.39012908999999,96.08273315,94.40097046,8.88679852202426,10,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0032.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0032.cif
LiTbMnFeSiAgBiSb(O5F)2,20,4.61155558,4.698617939999999,6.23431158,100.39900208000002,99.49674225,90.34562683000001,11.936277760441865,10,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0033.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0033.cif
Li6In3CuBi2(SO3)3,24,4.40758991,5.88604832,8.13085938,99.99958801,98.64743042,101.58658600000001,9.210708437107295,6,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0034.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0034.cif
CsNaDy2HfThCd2CuPd3S7(ClO2)3,28,6.59581184,6.704566480000001,6.63752699,117.58990478999999,100.83952332,90.81646729,12.601952551706226,11,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0035.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0035.cif
Ba6In2CuBIrPb3S6ClO10F,32,7.40347958,7.31175375,8.04937649,74.19235229,70.86108397999999,71.90922546,10.151572645483018,10,0,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_full_no_filters/cif_clean/eval_gen_partial_FM2_048_0036.cif,/mnt/tank/scratch/kkapranova/con_cdvae_project/outputs/processed_20251001_011849/cif_all/eval_gen_partial_FM2_048_0036.cif
